序号,辖区,零售药店代码（国家）,零售药店名称,地址,X,Y
173,宝安区,P44030602734,深圳市宝华药行连锁有限公司华侨新村分店,深圳市宝安区西乡街道华侨新村西堤三巷二十八号之四,,
174,宝安区,P44030602829,深圳市宝华药行连锁有限公司黄麻布分店,深圳市宝安区航城街道黄麻布社区黄麻布工业街41号101,,
175,宝安区,P44030602848,深圳市宝华药行连锁有限公司金珠分店,深圳市宝安区41区安乐二街68栋一楼之一,,
176,宝安区,P44030602837,深圳市宝华药行连锁有限公司灵芝分店,深圳市宝安区新安街道翻身社区50区开屏花园私人楼49号1楼,,
177,福田区,P44030602888,深圳市宝华药行连锁有限公司梅山街分店,深圳市福田区梅林街道梅京社区梅山街1号梅山苑一期7栋a045,,
178,宝安区,P44030602728,深圳市宝华药行连锁有限公司南昌分店,深圳市宝安区西乡街道固戍南昌二队东四巷一号104,,
179,宝安区,P44030602730,深圳市宝华药行连锁有限公司桥南分店,深圳市宝安区福海街道桥头社区桥南新村1 号B102,,
180,宝安区,P44030602822,深圳市宝华药行连锁有限公司同富街分店,深圳市宝安区航城街道黄麻布社区簕竹角市场5栋勒竹角同富街18号,,
181,宝安区,P44030602903,深圳市宝华药行连锁有限公司新安分店,深圳市宝安区新安街道上合社区32区新安三路195号新安三路195一2号,,
182,宝安区,P44030602852,深圳市宝华药行连锁有限公司新城分店,广东省深圳市宝安区宝城中心区N8区金泓凯旋城3栋136、137,,
183,宝安区,P44030602756,深圳市宝华药行连锁有限公司新和分店,广东省深圳市宝安区福海街道新和社区西环路19号101,,
184,宝安区,P44030602739,深圳市宝华药行连锁有限公司钟屋分店,深圳市宝安区航城街道钟屋社区钟屋新村北六巷10号钟屋新村北六巷10-1,,
185,宝安区,P44030602757,深圳市宝华药行连锁有限公司立新分店,深圳市宝安区福永街道怀德社区立新路10号永利大厦B1106,,
186,宝安区,P44030602766,深圳市宝华药行连锁有限公司海富分店,深圳市宝安区新安街道海富社区45区自由路11号泰华俊庭102,,
187,宝安区,P44030602865,深圳市宝华药行连锁有限公司怀德峰景分店,广东省深圳市宝安区福永街道怀德社区怀德南路85号怀德峰景北园F座铺5-6,,
188,宝安区,P44030603492,深圳市瑞草堂大药房有限公司东方分店,深圳市宝安区松岗街道东方社区楼岗大道82号-7,,
189,宝安区,P44030604336,深圳市瑞草堂大药房有限公司翡丽郡分店,深圳市宝安区沙井街道新沙路万科翡丽郡三期C124铺,,
190,宝安区,P44030602905,深圳市瑞草堂大药房有限公司江边分店,深圳市宝安区松岗街道江边社区二区五巷 6-1 号,,
191,宝安区,P44030603486,深圳市瑞草堂大药房有限公司西乡九围分店,深圳市宝安区航城街道九围社区九围新村一区62号101,,
192,宝安区,P44030702328,深圳市瑞草堂大药房有限公司领航城分店,深圳市宝安区航城街道航城大道北侧领航里程花园4栋117,,
193,宝安区,P44030603503,深圳市瑞草堂大药房有限公司罗田分店,深圳市宝安区燕罗街道罗田社区井山路111号铺,,
194,宝安区,P44030603473,深圳市瑞草堂大药房有限公司绿海名居分店,深圳市宝安区西乡街道福中福社区铲岛路4号绿海名居2号楼铲岛路4-12,,
195,宝安区,P44030602528,深圳市瑞草堂大药房有限公司时代家园分店,广东省深圳市宝安区新安街道宝安中心区N2区金成时代家园1栋142,,
196,宝安区,P44030603458,深圳市瑞草堂大药房有限公司坣岗分店,深圳市宝安区沙井街道坣岗村前路105 号102,,
197,宝安区,P44030603475,深圳市瑞草堂大药房有限公司桃源分店,广东省深圳市宝安区西乡街道桃源居12区12栋113号,,
198,宝安区,P44030702344,深圳市瑞草堂大药房有限公司新岸线分店,广东省深圳市宝安区新安街道新安大道东南侧深业新岸线11栋20,,
199,宝安区,P44030703437,深圳市瑞草堂大药房有限公司新桥分店,广东省深圳市宝安区新桥街道新桥社区洋仔二路新桥豪苑洋仔二路29、31号,,
200,宝安区,P44030602910,深圳市瑞草堂大药房有限公司馨庭苑分店,广东省深圳市宝安区石岩街道罗租社区罗租中新村三巷2号馨庭苑1单元101-107.三层.二单元101-107.二层201-202(1单元104),,
201,宝安区,P44030602899,深圳市瑞草堂大药房有限公司海富分店,深圳市宝安区新安街道海富社区46区怡华新村34号101,,
202,宝安区,P44030602886,深圳市瑞草堂大药房有限公司沙一社区分店,深圳市宝安区沙井街道沙一社区西环路沙一段金钻华庭116,,
203,宝安区,P44030602904,深圳市瑞草堂大药房有限公司华侨新村二分店,深圳市宝安区西乡街道柳竹社区华侨新村西堤二巷37号,,
204,宝安区,P44030602999,广东入民医药有限公司,深圳市宝安区松岗街道溪头社区八工业区西七巷11号松环路353号,,
205,宝安区,P44030602454,广东入民医药有限公司步涌分店,深圳市宝安区沙井街道步涌社区大园根二路三巷2号东埔路3号,,
206,宝安区,P44030602721,广东入民医药有限公司沙浦分店,深圳市宝安区松岗街道沙浦社区沙江路御景城6栋101,,
207,宝安区,P44030602453,广东入民医药有限公司沙溪分店,深圳市宝安区松岗街道溪头社区沙江路148号102,,
208,宝安区,P44030602456,广东入民医药有限公司万丰分店,深圳市宝安区新桥街道万丰社区万家蓢路54号B栋一层,,
209,宝安区,P44030602862,广东入民医药有限公司五星分店,深圳市宝安区松岗街道红星社区西格路1号101,,
210,宝安区,P44030603479,深圳市华安堂医药连锁有限公司宝安翻身一分店,广东省深圳市宝安区新安街道宝城39区翻身路194号194-2（103）,,
211,宝安区,P44030602052,深圳市康福万家医药连锁有限公司,深圳市宝安区燕罗街道洪桥头社区下围水工业区3栋302,,
212,宝安区,P44030602059,深圳市康福万家医药连锁有限公司宝安幸福海岸分店,广东省深圳市宝安区新安街道玉律幸福海岸8栋101,,
213,宝安区,P44030602063,深圳市康福万家医药连锁有限公司共乐分店,深圳市宝安区西乡街道共乐社区安顺路35号一楼,,
214,宝安区,P44030602060,深圳市康福万家医药连锁有限公司轻铁西一分店,深圳市宝安区西乡街道渔业社区轻铁西二巷1号轻铁西二巷1-2,,
215,宝安区,P44030602068,深圳市康福万家医药连锁有限公司松岗二分店,深圳市宝安区松岗街道碧头社区碧头花园2号楼11号铺,,
216,宝安区,P44030602055,深圳市康福万家医药连锁有限公司松岗一分店,深圳市宝安区松岗街道松岗社区工业街73号102,,
217,宝安区,P44030602058,深圳市康福万家医药连锁有限公司文汇分店,广东省深圳市宝安区新安二十九区裕安二路文汇花园F栋111,,
218,宝安区,P44030602057,深圳市康福万家医药连锁有限公司海裕分店,广东省深圳市宝安区新安街道海裕社区 N16 区御景湾 1 栋A101,,
219,龙岗区,P44030601814,深圳市南北药行连锁有限公司布吉路分店,深圳市龙岗区布吉街道布吉圩社区布吉路 92 号 A,,
220,宝安区,P44030602946,深圳市南北药行连锁有限公司安乐三街分店,深圳市宝安区新安街道海乐社区安乐三街146号146-1（101）,,
221,宝安区,P44030602801,深圳市南北药行连锁有限公司白石厦分店,深圳市宝安区福永街道白石厦社区永安坊西一巷4号白石厦路126号,,
222,宝安区,P44030602943,深圳市南北药行连锁有限公司宝城分店,深圳市宝安区新安街道安乐社区42区翻身路79号101,,
223,坪山区,P44030602775,深圳市南北药行连锁有限公司万锦熙岸分店,深圳市坪山区龙田街道竹坑社区中海万锦熙岸华庭6栋128,,
224,宝安区,P44030602868,深圳市南北药行连锁有限公司碧头花园分店,深圳市宝安区松岗街道碧头社区碧头花园1－5,,
225,宝安区,P44030602961,深圳市南北药行连锁有限公司福永芳华分店,深圳市宝安区福永街道怀德社区芳华一区一巷4号彬业大厦德丰路118号,,
226,宝安区,P44030602854,深圳市南北药行连锁有限公司滨湖分店,深圳市宝安区石岩街道罗租社区罗租老村10区62号101,,
227,宝安区,P44030601666,深圳市南北药行连锁有限公司布心一村分店,深圳市宝安区新安街道布心社区73区布心一村二巷15号101,,
228,宝安区,P44030602953,深圳市南北药行连锁有限公司步涌分店,深圳市宝安区沙井街道步涌村前大道65号102,,
229,宝安区,P44030701894,深圳市南北药行连锁有限公司茶树新村分店,深圳市宝安区西乡街道固戍社区固戍一路茶树新村三巷一号1楼757号,,
230,宝安区,P44030602776,深圳市南北药行连锁有限公司迪福路分店,深圳市宝安区西乡街道固兴社区迪福路3号(G1)小户人家公寓101,,
231,罗湖区,P44030601824,深圳市南北药行连锁有限公司黄贝二分店,深圳市罗湖区黄贝街道凤凰社区凤凰路126号中山花园一层1号-001,,
232,宝安区,P44030602855,深圳市南北药行连锁有限公司东福分店,深圳市宝安区福永街道福国社区东福围西街10号东福围西街10-2号,,
233,福田区,P44030602792,深圳市南北药行连锁有限公司理想时代分店,广东省深圳市福田区梅林街道梅都社区梅康路 8 号理想时代 大厦 106A,,
234,宝安区,P44030602780,深圳市南北药行连锁有限公司凤凰岗分店,广东省深圳市宝安区西乡街道凤凰岗社区宝田一路173号101,,
235,宝安区,P44030602932,深圳市南北药行连锁有限公司同和凤凰花苑分店,深圳市宝安区福永街道白石厦社区同和凤凰花苑4栋C3-122,,
236,宝安区,P44030602784,深圳市南北药行连锁有限公司凤凰南区分店,深圳市宝安区福永街道凤凰社区凤凰南区8号103,,
237,宝安区,P44030602798,深圳市南北药行连锁有限公司凤凰三分店,深圳市宝安区福永街道凤凰社区育才花园超市一楼,,
238,宝安区,P44030602761,深圳市南北药行连锁有限公司凤凰一分店,广东省深圳市宝安区福永街道凤凰社区岭北路1号-37号B03栋岭北路15号,,
239,宝安区,P44030602815,深圳市南北药行连锁有限公司福安分店,"深圳市宝安区福海街道新田社区福安广场1栋福安广场1-3,1-4",,
240,宝安区,P44030602933,深圳市南北药行连锁有限公司富华花园分店,深圳市宝安区新安街道海华社区50区上川西路47号富华花园B栋海汇路30号（ 117-118）,,
241,宝安区,P44030602793,深圳市南北药行连锁有限公司工人路分店,深圳市宝安区新桥街道万丰社区工人路Ａ栋101,,
242,宝安区,P44030602913,深圳市南北药行连锁有限公司共和花园分店,深圳市宝安区沙井街道共和花园商铺10-11栋一层第8号,,
243,宝安区,P44030602927,深圳市南北药行连锁有限公司华庭分店,深圳市宝安区西乡街道固兴社区固戍一路38号固戍华庭A区1F1,,
244,宝安区,P44030603007,深圳市南北药行连锁有限公司国际新城分店,广东省深圳市宝安区松岗街道红星社区红星国际新城二期 1- 10 栋 B-62,,
245,宝安区,P44030602820,深圳市南北药行连锁有限公司海湾明珠分店,广东省深圳市宝安区西乡街道永丰社区新湖路中段海湾明珠5 栋悦和路 2-32,,
246,宝安区,P44030602769,深圳市南北药行连锁有限公司好旺角分店,深圳市宝安区新安街道新城大道富通＊好旺角Ｂ栋商铺18,,
247,宝安区,P44030602800,深圳市南北药行连锁有限公司和二分店,深圳市宝安区沙井街道和一社区和二一路39－1号和悦苑115,,
248,宝安区,P44030602779,深圳市南北药行连锁有限公司和平分店,深圳市宝安区福海街道和平社区和平路南一巷4号和平路南一巷4－1号,,
249,宝安区,P44030602926,深圳市南北药行连锁有限公司河东分店,深圳市宝安区西乡街道西乡社区河东路63号所在楼河东路63号,,
250,宝安区,P44030602771,深圳市南北药行连锁有限公司鹤洲分店,深圳市宝安区航城街道鹤洲社区鹤洲路 23、25、27号鹤洲路27- 1,,
251,宝安区,P44030602942,深圳市南北药行连锁有限公司宏发世纪花园分店,深圳市宝安区石岩街道宏发世纪花园5栋102、103号房屋,,
252,宝安区,P44030602763,深圳市南北药行连锁有限公司后瑞分店,深圳市宝安区航城街道后瑞社区新瑞路13、15号壹公寓127,,
253,宝安区,P44030602764,深圳市南北药行连锁有限公司后亭分店,深圳市宝安区沙井街道后亭社区大埔中路115号大埔中路115号－8,,
254,宝安区,P44030602864,深圳市南北药行连锁有限公司华龙分店,深圳市宝安区西乡街道华龙路西侧华龙花园B区华荣楼103-104,,
255,宝安区,P44030602975,深圳市南北药行连锁有限公司华侨新村分店,深圳市宝安区西乡街道渔业社区华侨新村西堤一巷40号华侨新村西堤一巷40-2号,,
256,宝安区,P44030602799,深圳市南北药行连锁有限公司怀德分店,深圳市宝安区福永街道怀德社区怀德南路85号南园1栋Ａ座111,,
